Customer_ID,Signup_Date,Signup_Month,Region,Plan,Acquisition_Channel,Monthly_Fee,Tenure_Months,Support_Tickets,Usage_Score,Payment_Issues,Discount_Used,Churned,Churn_Date,Churn_Reason,Customer_Lifetime_Value
CUST-0479,2025-12-19,2025-12,North America,Basic,Organic Search,19,1,3,68,No,Yes,No,,,19
CUST-0480,2025-08-09,2025-08,North America,Basic,Social Media,19,2,1,54,Yes,No,Yes,2025-09-13,Price too high,38
CUST-0481,2025-02-19,2025-02,Asia-Pacific,Pro,Organic Search,49,11,2,61,No,Yes,No,,,539
CUST-0482,2025-01-08,2025-01,Middle East,Pro,Partner,49,12,2,94,Yes,No,No,,,588
CUST-0483,2025-07-28,2025-07,Asia-Pacific,Basic,Organic Search,19,3,2,61,No,No,Yes,2025-09-26,Missing features,57
CUST-0484,2025-07-17,2025-07,Middle East,Basic,Organic Search,19,4,3,52,No,No,Yes,2025-10-17,Switched competitor,76
CUST-0485,2025-07-08,2025-07,Asia-Pacific,Basic,Paid Ads,19,6,3,66,No,Yes,No,,,114
CUST-0486,2025-02-03,2025-02,North America,Basic,Organic Search,19,11,2,39,No,No,No,,,209
CUST-0487,2025-09-19,2025-09,Middle East,Basic,Organic Search,19,2,2,76,No,Yes,Yes,2025-10-14,Payment issue,38
CUST-0488,2025-09-13,2025-09,Asia-Pacific,Pro,Paid Ads,49,2,1,58,No,Yes,Yes,2025-10-16,Poor support experience,98
CUST-0489,2025-08-27,2025-08,Middle East,Basic,Paid Ads,19,3,2,71,No,No,Yes,2025-10-27,Switched competitor,57
CUST-0490,2025-03-02,2025-03,North America,Basic,Paid Ads,19,10,1,56,No,No,No,,,190
CUST-0491,2025-10-20,2025-10,Europe,Basic,Organic Search,19,3,3,59,No,No,No,,,57
CUST-0492,2025-02-01,2025-02,North America,Basic,Social Media,19,3,0,79,Yes,No,Yes,2025-04-02,Switched competitor,57
CUST-0493,2025-07-30,2025-07,Middle East,Basic,Organic Search,19,4,1,35,No,Yes,Yes,2025-10-28,Price too high,76
CUST-0494,2025-12-03,2025-12,Europe,Enterprise,Partner,149,1,0,100,No,No,No,,,149
CUST-0495,2025-07-19,2025-07,North America,Basic,Paid Ads,19,6,1,43,No,No,No,,,114
CUST-0496,2025-02-08,2025-02,Europe,Pro,Organic Search,49,3,5,85,No,No,Yes,2025-04-13,Price too high,147
CUST-0497,2025-06-22,2025-06,Europe,Basic,Paid Ads,19,7,1,62,Yes,No,No,,,133
CUST-0498,2025-12-10,2025-12,North America,Pro,Organic Search,49,1,1,33,No,No,No,,,49
CUST-0499,2025-08-28,2025-08,Middle East,Basic,Social Media,19,2,3,23,No,No,Yes,2025-09-25,Low product usage,38
CUST-0500,2025-03-17,2025-03,Middle East,Basic,Social Media,19,10,2,39,No,No,Yes,2025-12-31,Low product usage,190
CUST-0501,2025-10-14,2025-10,Europe,Enterprise,Partner,149,3,1,89,Yes,No,No,,,447
CUST-0502,2025-01-22,2025-01,Europe,Enterprise,Organic Search,149,12,1,70,No,No,No,,,1788
CUST-0503,2025-10-25,2025-10,Asia-Pacific,Enterprise,Organic Search,149,3,1,67,No,No,No,,,447
CUST-0504,2025-05-01,2025-05,North America,Enterprise,Organic Search,149,8,1,90,No,No,No,,,1192
CUST-0505,2025-03-16,2025-03,Middle East,Basic,Social Media,19,10,5,61,No,No,No,,,190
CUST-0506,2025-03-04,2025-03,North America,Pro,Paid Ads,49,10,5,70,No,No,No,,,490
CUST-0507,2025-01-18,2025-01,North America,Basic,Social Media,19,7,0,56,No,No,Yes,2025-07-18,Missing features,133
CUST-0508,2025-10-08,2025-10,Europe,Pro,Organic Search,49,3,3,76,No,No,No,,,147
CUST-0509,2025-06-10,2025-06,North America,Pro,Organic Search,49,7,1,38,No,Yes,No,,,343
CUST-0510,2025-10-31,2025-10,Middle East,Pro,Organic Search,49,3,1,73,No,No,No,,,147
CUST-0511,2025-10-13,2025-10,Middle East,Pro,Partner,49,3,2,66,No,Yes,No,,,147
CUST-0512,2025-02-15,2025-02,North America,Enterprise,Referral,149,11,2,77,No,No,No,,,1639
CUST-0513,2025-04-21,2025-04,North America,Enterprise,Referral,149,8,0,85,No,No,Yes,2025-11-14,Switched competitor,1192
CUST-0514,2025-12-21,2025-12,North America,Basic,Paid Ads,19,1,0,66,Yes,No,Yes,2025-12-31,Payment issue,19
CUST-0515,2025-07-01,2025-07,Asia-Pacific,Enterprise,Partner,149,6,0,58,Yes,No,No,,,894
CUST-0516,2025-10-25,2025-10,North America,Basic,Paid Ads,19,3,1,72,Yes,No,No,,,57
CUST-0517,2025-03-07,2025-03,Asia-Pacific,Basic,Organic Search,19,10,1,69,No,No,No,,,190
CUST-0518,2025-11-22,2025-11,North America,Pro,Organic Search,49,2,1,72,No,No,No,,,98
CUST-0519,2025-09-11,2025-09,Europe,Basic,Referral,19,4,0,56,No,No,No,,,76
CUST-0520,2025-03-28,2025-03,Asia-Pacific,Pro,Referral,49,10,1,57,No,Yes,No,,,490
CUST-0521,2025-07-11,2025-07,Asia-Pacific,Pro,Social Media,49,5,2,74,No,No,Yes,2025-11-03,Missing features,245
CUST-0522,2025-08-20,2025-08,Middle East,Basic,Referral,19,4,3,48,No,Yes,Yes,2025-11-14,Missing features,76
CUST-0523,2025-11-05,2025-11,Europe,Basic,Organic Search,19,2,4,47,Yes,No,Yes,2025-12-06,Missing features,38
CUST-0524,2025-12-01,2025-12,North America,Basic,Social Media,19,1,1,14,No,No,No,,,19
CUST-0525,2025-02-19,2025-02,Europe,Pro,Paid Ads,49,7,2,54,No,No,Yes,2025-08-18,Switched competitor,343
CUST-0526,2025-12-13,2025-12,Middle East,Basic,Organic Search,19,1,0,55,No,No,No,,,19
CUST-0527,2025-09-02,2025-09,Asia-Pacific,Basic,Referral,19,4,1,67,No,No,No,,,76
CUST-0528,2025-07-31,2025-07,Middle East,Basic,Referral,19,3,2,68,Yes,No,Yes,2025-09-04,Payment issue,57
CUST-0529,2025-04-04,2025-04,North America,Pro,Paid Ads,49,8,1,53,No,No,Yes,2025-11-04,Price too high,392
CUST-0530,2025-12-11,2025-12,Europe,Basic,Organic Search,19,1,2,62,No,No,No,,,19
CUST-0531,2025-11-05,2025-11,North America,Pro,Social Media,49,2,0,49,No,No,Yes,2025-12-31,Price too high,98
CUST-0532,2025-02-27,2025-02,Middle East,Pro,Organic Search,49,5,3,71,No,No,Yes,2025-06-29,Price too high,245
CUST-0533,2025-08-05,2025-08,North America,Basic,Organic Search,19,5,1,10,No,No,Yes,2025-12-28,Price too high,95
CUST-0534,2025-08-10,2025-08,Asia-Pacific,Enterprise,Referral,149,5,0,63,No,No,No,,,745
CUST-0535,2025-09-07,2025-09,North America,Basic,Organic Search,19,4,0,44,No,No,No,,,76
CUST-0536,2025-08-18,2025-08,North America,Pro,Organic Search,49,5,2,83,No,No,No,,,245
CUST-0537,2025-03-09,2025-03,Middle East,Enterprise,Paid Ads,149,10,0,97,No,No,No,,,1490
CUST-0538,2025-08-01,2025-08,Europe,Enterprise,Organic Search,149,5,0,52,No,No,No,,,745
CUST-0539,2025-06-22,2025-06,Middle East,Basic,Organic Search,19,2,2,68,No,No,Yes,2025-07-25,Price too high,38
CUST-0540,2025-03-19,2025-03,Asia-Pacific,Pro,Referral,49,10,2,71,No,No,No,,,490
CUST-0541,2025-03-02,2025-03,Asia-Pacific,Enterprise,Organic Search,149,10,0,94,No,No,No,,,1490
CUST-0542,2025-06-24,2025-06,North America,Basic,Organic Search,19,7,1,36,No,Yes,No,,,133
CUST-0543,2025-09-22,2025-09,Europe,Pro,Organic Search,49,2,1,70,No,No,Yes,2025-10-22,Low product usage,98
CUST-0544,2025-03-26,2025-03,Europe,Basic,Organic Search,19,10,2,50,No,No,No,,,190
CUST-0545,2025-06-26,2025-06,North America,Basic,Paid Ads,19,7,3,41,No,Yes,No,,,133
CUST-0546,2025-04-12,2025-04,North America,Enterprise,Paid Ads,149,8,0,94,No,No,Yes,2025-11-11,Missing features,1192
CUST-0547,2025-05-04,2025-05,North America,Pro,Paid Ads,49,7,0,67,No,No,Yes,2025-11-30,Switched competitor,343
CUST-0548,2025-10-25,2025-10,Asia-Pacific,Pro,Referral,49,3,0,62,No,No,No,,,147
CUST-0549,2025-07-13,2025-07,North America,Basic,Paid Ads,19,4,0,38,No,Yes,Yes,2025-10-06,Low product usage,76
CUST-0550,2025-03-08,2025-03,Europe,Basic,Paid Ads,19,10,0,51,No,No,No,,,190
CUST-0551,2025-12-31,2025-12,Asia-Pacific,Basic,Paid Ads,19,1,0,49,No,Yes,No,,,19
CUST-0552,2025-10-14,2025-10,Asia-Pacific,Basic,Referral,19,3,1,59,No,Yes,No,,,57
CUST-0553,2025-06-05,2025-06,North America,Basic,Organic Search,19,5,2,36,No,No,Yes,2025-10-06,Low product usage,95
CUST-0554,2025-01-23,2025-01,Europe,Basic,Referral,19,12,4,36,No,No,No,,,228
CUST-0555,2025-07-22,2025-07,North America,Basic,Referral,19,2,1,60,Yes,Yes,Yes,2025-08-26,Payment issue,38
CUST-0556,2025-12-29,2025-12,Middle East,Basic,Referral,19,1,4,77,No,No,No,,,19
CUST-0557,2025-09-25,2025-09,Europe,Basic,Social Media,19,4,4,83,Yes,Yes,No,,,76
CUST-0558,2025-08-16,2025-08,Europe,Basic,Paid Ads,19,3,0,43,No,No,Yes,2025-10-18,Low product usage,57
CUST-0559,2025-05-12,2025-05,Asia-Pacific,Basic,Paid Ads,19,4,2,66,No,Yes,Yes,2025-08-10,Price too high,76
CUST-0560,2025-01-30,2025-01,North America,Basic,Organic Search,19,2,2,46,No,No,Yes,2025-02-27,Poor support experience,38
CUST-0561,2025-10-28,2025-10,Europe,Basic,Paid Ads,19,2,3,50,No,No,Yes,2025-11-22,Low product usage,38
CUST-0562,2025-04-30,2025-04,North America,Enterprise,Paid Ads,149,9,0,71,No,No,No,,,1341
CUST-0563,2025-05-06,2025-05,Europe,Pro,Partner,49,4,1,68,No,No,Yes,2025-08-06,Price too high,196
CUST-0564,2025-05-09,2025-05,Europe,Pro,Paid Ads,49,8,0,50,No,Yes,No,,,392
CUST-0565,2025-08-10,2025-08,Europe,Basic,Social Media,19,5,4,26,No,No,No,,,95
CUST-0566,2025-11-03,2025-11,Asia-Pacific,Basic,Organic Search,19,2,3,43,Yes,Yes,Yes,2025-12-06,Payment issue,38
CUST-0567,2025-12-27,2025-12,Europe,Basic,Organic Search,19,1,3,36,No,No,No,,,19
CUST-0568,2025-08-16,2025-08,Europe,Pro,Social Media,49,3,2,53,No,No,Yes,2025-10-17,Low product usage,147
CUST-0569,2025-04-09,2025-04,North America,Basic,Organic Search,19,9,1,94,No,Yes,No,,,171
CUST-0570,2025-04-18,2025-04,Asia-Pacific,Basic,Referral,19,9,3,64,No,Yes,No,,,171
CUST-0571,2025-04-27,2025-04,Middle East,Enterprise,Organic Search,149,5,1,72,No,No,Yes,2025-08-26,Missing features,745
CUST-0572,2025-11-29,2025-11,Asia-Pacific,Basic,Paid Ads,19,2,3,54,No,No,No,,,38
CUST-0573,2025-04-25,2025-04,Asia-Pacific,Basic,Paid Ads,19,9,1,71,No,No,Yes,2025-12-31,Price too high,171
CUST-0574,2025-09-03,2025-09,North America,Basic,Social Media,19,4,4,41,No,No,No,,,76
CUST-0575,2025-05-02,2025-05,Middle East,Enterprise,Referral,149,1,1,50,No,Yes,Yes,2025-05-27,Low product usage,149
CUST-0576,2025-12-22,2025-12,North America,Basic,Partner,19,1,1,60,No,Yes,No,,,19
CUST-0577,2025-10-14,2025-10,Asia-Pacific,Basic,Paid Ads,19,3,1,42,No,No,No,,,57
CUST-0578,2025-08-08,2025-08,Middle East,Enterprise,Paid Ads,149,3,3,63,No,No,Yes,2025-10-11,Poor support experience,447
CUST-0579,2025-10-31,2025-10,North America,Pro,Referral,49,3,1,57,No,No,No,,,147
CUST-0580,2025-01-31,2025-01,Europe,Basic,Paid Ads,19,12,1,41,No,No,Yes,2025-12-31,Low product usage,228
CUST-0581,2025-04-13,2025-04,North America,Pro,Organic Search,49,9,2,86,No,No,No,,,441
CUST-0582,2025-09-11,2025-09,North America,Basic,Organic Search,19,4,2,79,No,No,No,,,76
CUST-0583,2025-04-05,2025-04,North America,Pro,Organic Search,49,9,0,85,No,No,No,,,441
CUST-0584,2025-10-11,2025-10,North America,Basic,Organic Search,19,3,2,63,No,Yes,No,,,57
CUST-0585,2025-04-18,2025-04,North America,Basic,Social Media,19,4,0,18,No,No,Yes,2025-07-14,Payment issue,76
CUST-0586,2025-03-08,2025-03,North America,Pro,Paid Ads,49,2,0,85,No,No,Yes,2025-04-11,Missing features,98
CUST-0587,2025-10-02,2025-10,North America,Basic,Organic Search,19,3,1,44,Yes,No,No,,,57
CUST-0588,2025-08-29,2025-08,Middle East,Pro,Organic Search,49,5,0,92,No,No,No,,,245
CUST-0589,2025-09-11,2025-09,Europe,Basic,Referral,19,4,2,29,No,No,No,,,76
CUST-0590,2025-07-13,2025-07,Asia-Pacific,Pro,Paid Ads,49,6,1,64,Yes,No,No,,,294
CUST-0591,2025-07-29,2025-07,Europe,Basic,Organic Search,19,6,3,58,No,Yes,Yes,2025-12-25,Switched competitor,114
CUST-0592,2025-02-20,2025-02,Europe,Basic,Paid Ads,19,11,1,78,No,No,No,,,209
CUST-0593,2025-06-27,2025-06,Europe,Pro,Paid Ads,49,7,0,55,No,No,No,,,343
CUST-0594,2025-10-10,2025-10,Middle East,Pro,Paid Ads,49,3,2,52,No,No,No,,,147
CUST-0595,2025-10-13,2025-10,North America,Basic,Social Media,19,3,1,82,No,No,No,,,57
CUST-0596,2025-07-26,2025-07,Middle East,Pro,Organic Search,49,6,0,55,Yes,Yes,No,,,294
CUST-0597,2025-07-20,2025-07,North America,Enterprise,Paid Ads,149,6,0,73,No,No,Yes,2025-12-31,Missing features,894
CUST-0598,2025-04-06,2025-04,Asia-Pacific,Basic,Paid Ads,19,3,2,69,No,No,Yes,2025-06-05,Switched competitor,57
CUST-0599,2025-07-30,2025-07,Asia-Pacific,Basic,Organic Search,19,6,0,69,No,No,No,,,114
CUST-0600,2025-10-22,2025-10,Europe,Enterprise,Paid Ads,149,2,0,62,Yes,No,Yes,2025-11-22,Payment issue,298
CUST-0601,2025-05-07,2025-05,Asia-Pacific,Pro,Social Media,49,8,0,73,No,No,No,,,392
CUST-0602,2025-05-08,2025-05,Middle East,Basic,Paid Ads,19,3,0,72,No,Yes,Yes,2025-07-04,Price too high,57
CUST-0603,2025-11-18,2025-11,Middle East,Pro,Organic Search,49,2,1,29,No,No,Yes,2025-12-31,Price too high,98
CUST-0604,2025-02-23,2025-02,Middle East,Basic,Paid Ads,19,8,2,65,Yes,Yes,Yes,2025-09-20,Price too high,152
CUST-0605,2025-03-11,2025-03,Middle East,Basic,Paid Ads,19,2,3,64,No,No,Yes,2025-04-09,Payment issue,38
CUST-0606,2025-03-29,2025-03,Middle East,Pro,Organic Search,49,2,3,88,No,No,Yes,2025-04-27,Price too high,98
CUST-0607,2025-07-03,2025-07,Middle East,Basic,Social Media,19,4,0,51,Yes,No,Yes,2025-10-30,Poor support experience,76
CUST-0608,2025-11-03,2025-11,Middle East,Basic,Social Media,19,2,3,47,No,Yes,No,,,38
CUST-0609,2025-06-22,2025-06,Middle East,Pro,Organic Search,49,3,2,65,No,No,Yes,2025-08-24,Price too high,147
CUST-0610,2025-06-17,2025-06,Middle East,Basic,Referral,19,2,3,47,No,Yes,Yes,2025-07-17,Price too high,38
CUST-0611,2025-07-25,2025-07,North America,Pro,Organic Search,49,2,2,93,No,No,Yes,2025-08-22,Low product usage,98
CUST-0612,2025-11-03,2025-11,Asia-Pacific,Basic,Referral,19,2,2,15,No,No,Yes,2025-12-03,Switched competitor,38
CUST-0613,2025-12-23,2025-12,Asia-Pacific,Basic,Social Media,19,1,2,63,No,No,No,,,19
CUST-0614,2025-12-08,2025-12,North America,Basic,Referral,19,1,1,46,No,Yes,No,,,19
CUST-0615,2025-01-07,2025-01,Middle East,Basic,Social Media,19,2,1,82,No,No,Yes,2025-02-06,Missing features,38
CUST-0616,2025-04-14,2025-04,North America,Basic,Organic Search,19,9,3,43,No,No,Yes,2025-12-31,Low product usage,171
CUST-0617,2025-04-16,2025-04,Asia-Pacific,Pro,Referral,49,5,1,95,No,No,Yes,2025-08-16,Price too high,245
CUST-0618,2025-04-09,2025-04,Asia-Pacific,Basic,Partner,19,9,2,62,No,No,No,,,171
CUST-0619,2025-10-23,2025-10,Middle East,Basic,Organic Search,19,3,2,47,No,No,No,,,57
CUST-0620,2025-08-10,2025-08,Asia-Pacific,Pro,Social Media,49,5,3,70,No,No,No,,,245
CUST-0621,2025-08-26,2025-08,North America,Basic,Referral,19,3,1,56,No,Yes,Yes,2025-10-28,Poor support experience,57
CUST-0622,2025-07-11,2025-07,Asia-Pacific,Basic,Partner,19,4,3,51,No,No,Yes,2025-10-05,Low product usage,76
CUST-0623,2025-10-17,2025-10,Middle East,Basic,Partner,19,3,2,25,No,No,Yes,2025-12-31,Payment issue,57
CUST-0624,2025-05-07,2025-05,North America,Basic,Social Media,19,8,0,35,No,No,Yes,2025-12-29,Missing features,152
CUST-0625,2025-07-16,2025-07,Europe,Basic,Partner,19,6,1,53,No,No,No,,,114
CUST-0626,2025-07-30,2025-07,Asia-Pacific,Pro,Social Media,49,6,3,82,No,No,Yes,2025-12-24,Payment issue,294
CUST-0627,2025-01-01,2025-01,Middle East,Basic,Paid Ads,19,12,1,62,No,Yes,No,,,228
CUST-0628,2025-07-29,2025-07,Asia-Pacific,Basic,Organic Search,19,2,1,49,Yes,Yes,Yes,2025-08-23,Payment issue,38
CUST-0629,2025-09-02,2025-09,Middle East,Basic,Organic Search,19,1,1,99,No,No,Yes,2025-09-30,Missing features,19
CUST-0630,2025-01-04,2025-01,Europe,Basic,Partner,19,12,2,75,No,No,Yes,2025-12-31,Poor support experience,228
CUST-0631,2025-03-13,2025-03,North America,Basic,Paid Ads,19,6,4,45,No,No,Yes,2025-08-15,Switched competitor,114
CUST-0632,2025-06-14,2025-06,Europe,Basic,Organic Search,19,4,2,40,No,No,Yes,2025-09-13,Payment issue,76
CUST-0633,2025-09-01,2025-09,Asia-Pacific,Enterprise,Partner,149,4,1,61,No,No,No,,,596
CUST-0634,2025-03-07,2025-03,North America,Basic,Social Media,19,8,6,53,No,No,Yes,2025-10-28,Low product usage,152
CUST-0635,2025-06-17,2025-06,Middle East,Enterprise,Organic Search,149,7,1,96,No,No,No,,,1043
CUST-0636,2025-11-04,2025-11,North America,Basic,Partner,19,2,2,26,No,No,No,,,38
CUST-0637,2025-04-30,2025-04,North America,Basic,Organic Search,19,2,4,70,No,No,Yes,2025-05-30,Price too high,38
CUST-0638,2025-06-10,2025-06,Europe,Enterprise,Organic Search,149,7,2,84,No,No,No,,,1043
CUST-0639,2025-07-22,2025-07,Asia-Pacific,Basic,Organic Search,19,6,2,41,No,No,Yes,2025-12-31,Low product usage,114
CUST-0640,2025-12-19,2025-12,Asia-Pacific,Basic,Referral,19,1,0,59,No,No,No,,,19
CUST-0641,2025-06-20,2025-06,Middle East,Basic,Social Media,19,7,3,49,No,No,No,,,133
CUST-0642,2025-01-12,2025-01,North America,Pro,Referral,49,12,3,66,No,No,No,,,588
CUST-0643,2025-03-25,2025-03,Europe,Pro,Paid Ads,49,10,2,60,No,No,No,,,490
CUST-0644,2025-01-29,2025-01,Asia-Pacific,Basic,Organic Search,19,5,5,71,No,No,Yes,2025-05-27,Poor support experience,95
CUST-0645,2025-06-04,2025-06,Asia-Pacific,Pro,Referral,49,7,0,87,No,No,No,,,343
CUST-0646,2025-02-12,2025-02,Middle East,Basic,Partner,19,3,2,78,No,No,Yes,2025-04-17,Price too high,57
CUST-0647,2025-09-05,2025-09,Middle East,Enterprise,Organic Search,149,4,2,87,No,No,No,,,596
CUST-0648,2025-10-02,2025-10,Europe,Pro,Organic Search,49,3,2,48,No,No,No,,,147
CUST-0649,2025-03-02,2025-03,Europe,Basic,Organic Search,19,5,0,44,Yes,Yes,Yes,2025-07-26,Low product usage,95
CUST-0650,2025-07-06,2025-07,North America,Enterprise,Partner,149,6,0,64,Yes,No,No,,,894
CUST-0651,2025-06-30,2025-06,Europe,Pro,Referral,49,5,1,63,Yes,Yes,Yes,2025-10-01,Low product usage,245
CUST-0652,2025-07-03,2025-07,Middle East,Basic,Paid Ads,19,6,1,50,No,Yes,No,,,114
CUST-0653,2025-11-19,2025-11,Asia-Pacific,Pro,Referral,49,2,2,84,No,No,No,,,98
CUST-0654,2025-03-20,2025-03,Middle East,Basic,Paid Ads,19,5,3,51,No,No,Yes,2025-07-18,Poor support experience,95
CUST-0655,2025-03-16,2025-03,North America,Enterprise,Organic Search,149,10,0,100,No,No,No,,,1490
CUST-0656,2025-11-08,2025-11,North America,Basic,Organic Search,19,2,2,43,No,No,No,,,38
CUST-0657,2025-07-26,2025-07,North America,Basic,Organic Search,19,3,1,54,Yes,No,Yes,2025-09-29,Switched competitor,57
CUST-0658,2025-12-29,2025-12,Middle East,Pro,Paid Ads,49,1,0,73,No,No,No,,,49
CUST-0659,2025-08-08,2025-08,Middle East,Pro,Partner,49,5,2,93,Yes,No,Yes,2025-12-04,Switched competitor,245
CUST-0660,2025-03-26,2025-03,North America,Pro,Organic Search,49,4,3,53,Yes,No,Yes,2025-06-26,Payment issue,196
CUST-0661,2025-12-13,2025-12,Middle East,Enterprise,Paid Ads,149,1,0,49,No,No,No,,,149
CUST-0662,2025-06-26,2025-06,Middle East,Basic,Partner,19,7,3,21,No,No,Yes,2025-12-31,Low product usage,133
CUST-0663,2025-01-27,2025-01,Europe,Basic,Paid Ads,19,3,4,81,No,No,Yes,2025-03-27,Poor support experience,57
CUST-0664,2025-05-16,2025-05,Middle East,Basic,Referral,19,3,2,70,No,No,Yes,2025-07-17,Switched competitor,57
CUST-0665,2025-09-07,2025-09,North America,Basic,Paid Ads,19,3,2,63,No,No,Yes,2025-11-07,Missing features,57
CUST-0666,2025-02-13,2025-02,Asia-Pacific,Pro,Paid Ads,49,11,1,66,No,No,No,,,539
CUST-0667,2025-01-03,2025-01,Asia-Pacific,Basic,Organic Search,19,12,2,59,No,No,No,,,228
CUST-0668,2025-07-24,2025-07,Asia-Pacific,Basic,Social Media,19,2,1,60,Yes,Yes,Yes,2025-08-26,Price too high,38
CUST-0669,2025-12-17,2025-12,Middle East,Basic,Paid Ads,19,1,4,50,No,No,No,,,19
CUST-0670,2025-08-08,2025-08,North America,Basic,Paid Ads,19,5,2,85,No,No,No,,,95
CUST-0671,2025-12-25,2025-12,Middle East,Pro,Organic Search,49,1,2,47,No,Yes,No,,,49
CUST-0672,2025-05-21,2025-05,Asia-Pacific,Enterprise,Paid Ads,149,8,0,70,Yes,No,No,,,1192
CUST-0673,2025-05-18,2025-05,Asia-Pacific,Basic,Referral,19,8,2,93,No,Yes,No,,,152
CUST-0674,2025-06-21,2025-06,North America,Basic,Organic Search,19,7,0,43,No,No,No,,,133
CUST-0675,2025-02-24,2025-02,Middle East,Basic,Organic Search,19,4,0,34,No,Yes,Yes,2025-05-28,Missing features,76
CUST-0676,2025-06-04,2025-06,Asia-Pacific,Pro,Organic Search,49,7,1,62,No,No,No,,,343
CUST-0677,2025-03-02,2025-03,North America,Enterprise,Paid Ads,149,2,2,67,Yes,No,Yes,2025-04-26,Switched competitor,298
CUST-0678,2025-02-01,2025-02,Middle East,Pro,Social Media,49,11,0,84,No,No,No,,,539
CUST-0679,2025-09-20,2025-09,Middle East,Basic,Paid Ads,19,3,1,66,No,No,Yes,2025-11-17,Low product usage,57
CUST-0680,2025-11-24,2025-11,Asia-Pacific,Basic,Partner,19,2,1,86,No,Yes,No,,,38
CUST-0681,2025-01-01,2025-01,Middle East,Pro,Partner,49,6,0,100,No,No,Yes,2025-06-30,Price too high,294
CUST-0682,2025-05-24,2025-05,Asia-Pacific,Basic,Paid Ads,19,8,4,50,No,Yes,No,,,152
CUST-0683,2025-05-18,2025-05,Middle East,Basic,Social Media,19,8,1,66,No,No,No,,,152
CUST-0684,2025-04-03,2025-04,North America,Pro,Organic Search,49,2,2,84,No,Yes,Yes,2025-05-01,Low product usage,98
CUST-0685,2025-11-27,2025-11,North America,Enterprise,Paid Ads,149,2,0,43,No,No,Yes,2025-12-22,Poor support experience,298
CUST-0686,2025-11-26,2025-11,North America,Enterprise,Social Media,149,2,0,100,No,No,Yes,2025-12-22,Missing features,298
CUST-0687,2025-06-23,2025-06,North America,Pro,Organic Search,49,7,1,30,No,No,Yes,2025-12-15,Price too high,343
CUST-0688,2025-06-01,2025-06,Asia-Pacific,Basic,Paid Ads,19,7,3,55,No,No,No,,,133
CUST-0689,2025-09-09,2025-09,North America,Basic,Organic Search,19,4,3,50,No,Yes,No,,,76
CUST-0690,2025-04-02,2025-04,North America,Basic,Organic Search,19,9,0,72,No,No,No,,,171
CUST-0691,2025-03-18,2025-03,North America,Pro,Organic Search,49,10,0,78,No,No,No,,,490
CUST-0692,2025-07-31,2025-07,Middle East,Pro,Organic Search,49,6,4,54,No,No,Yes,2025-12-29,Poor support experience,294
CUST-0693,2025-12-22,2025-12,North America,Pro,Organic Search,49,1,1,77,No,No,No,,,49
CUST-0694,2025-03-10,2025-03,North America,Enterprise,Paid Ads,149,8,2,46,No,No,Yes,2025-10-03,Price too high,1192
CUST-0695,2025-12-23,2025-12,Europe,Pro,Organic Search,49,1,3,64,No,No,Yes,2025-12-31,Switched competitor,49
CUST-0696,2025-01-16,2025-01,North America,Basic,Organic Search,19,3,4,57,No,No,Yes,2025-03-20,Poor support experience,57
CUST-0697,2025-06-03,2025-06,Middle East,Basic,Paid Ads,19,3,2,52,Yes,Yes,Yes,2025-08-29,Price too high,57
CUST-0698,2025-08-05,2025-08,Asia-Pacific,Pro,Paid Ads,49,2,3,32,No,No,Yes,2025-09-30,Low product usage,98
CUST-0699,2025-03-06,2025-03,Europe,Pro,Organic Search,49,10,0,88,No,No,No,,,490
CUST-0700,2025-02-23,2025-02,Middle East,Basic,Social Media,19,7,3,57,No,Yes,Yes,2025-08-21,Price too high,133
CUST-0701,2025-10-19,2025-10,Europe,Pro,Social Media,49,3,2,72,No,Yes,No,,,147
CUST-0702,2025-04-10,2025-04,Europe,Basic,Paid Ads,19,5,3,74,No,No,Yes,2025-08-09,Low product usage,95
CUST-0703,2025-01-20,2025-01,North America,Basic,Paid Ads,19,12,2,49,No,No,No,,,228
CUST-0704,2025-07-04,2025-07,Asia-Pacific,Pro,Organic Search,49,6,1,41,No,No,Yes,2025-12-30,Low product usage,294
CUST-0705,2025-02-14,2025-02,Europe,Basic,Organic Search,19,2,2,61,No,No,Yes,2025-03-18,Price too high,38
CUST-0706,2025-08-31,2025-08,Middle East,Enterprise,Paid Ads,149,5,3,56,No,No,No,,,745
CUST-0707,2025-08-14,2025-08,Asia-Pacific,Basic,Partner,19,5,0,74,No,No,No,,,95
CUST-0708,2025-05-06,2025-05,Europe,Pro,Organic Search,49,8,2,78,No,No,No,,,392
CUST-0709,2025-04-03,2025-04,Asia-Pacific,Pro,Partner,49,6,1,56,No,No,Yes,2025-09-27,Switched competitor,294
CUST-0710,2025-03-16,2025-03,North America,Pro,Organic Search,49,4,0,57,No,No,Yes,2025-06-09,Switched competitor,196
CUST-0711,2025-12-17,2025-12,North America,Basic,Organic Search,19,1,2,66,Yes,No,No,,,19
CUST-0712,2025-08-03,2025-08,Middle East,Pro,Organic Search,49,5,2,61,No,No,No,,,245
CUST-0713,2025-12-19,2025-12,Asia-Pacific,Pro,Paid Ads,49,1,3,55,No,No,No,,,49
CUST-0714,2025-04-12,2025-04,Middle East,Basic,Referral,19,9,0,100,No,No,No,,,171
